date,high,low,open,close,volume,adjclose,formatted_date
1520260200,181.14999389648438,175.88999938964844,176.1999969482422,180.39999389648438,16189300,180.39999389648438,2018-03-05
1520346600,182.3800048828125,179.11000061035156,181.77999877929688,179.77999877929688,15086800,179.77999877929688,2018-03-06
1520433000,183.82000732421875,178.07000732421875,178.74000549316406,183.7100067138672,19097300,183.7100067138672,2018-03-07
1520519400,184.39999389648438,181.4499969482422,183.55999755859375,182.33999633789062,17225900,182.33999633789062,2018-03-08
1520605800,185.50999450683594,183.2100067138672,183.91000366210938,185.22999572753906,18526300,185.22999572753906,2018-03-09
1520861400,186.10000610351562,184.22000122070312,185.22999572753906,184.75999450683594,15301200,184.75999450683594,2018-03-12
1520947800,185.99000549316406,181.11000061035156,185.61000061035156,181.8800048828125,18067500,181.8800048828125,2018-03-13
1521034200,184.25,181.85000610351562,182.60000610351562,184.19000244140625,16821700,184.19000244140625,2018-03-14
1521120600,184.0,182.19000244140625,183.24000549316406,183.86000061035156,15614300,183.86000061035156,2018-03-15
1521207000,185.3300018310547,183.41000366210938,184.49000549316406,185.08999633789062,24403400,185.08999633789062,2018-03-16
1521466200,177.1699981689453,170.05999755859375,177.00999450683594,172.55999755859375,88140100,172.55999755859375,2018-03-19
1521552600,170.1999969482422,161.9499969482422,167.47000122070312,168.14999389648438,129851800,168.14999389648438,2018-03-20
1521639000,173.39999389648438,163.3000030517578,164.8000030517578,169.38999938964844,105920200,169.38999938964844,2018-03-21
1521725400,170.27000427246094,163.72000122070312,166.1300048828125,164.88999938964844,73743000,164.88999938964844,2018-03-22
1521811800,166.60000610351562,159.02000427246094,165.44000244140625,159.38999938964844,53609700,159.38999938964844,2018-03-23
1522071000,161.10000610351562,149.02000427246094,160.82000732421875,160.05999755859375,126116600,160.05999755859375,2018-03-26
1522157400,162.85000610351562,150.75,156.30999755859375,152.22000122070312,79117000,152.22000122070312,2018-03-27
1522243800,155.8800048828125,150.8000030517578,151.64999389648438,153.02999877929688,60029200,153.02999877929688,2018-03-28
1522330200,161.4199981689453,154.13999938964844,155.14999389648438,159.7899932861328,59434300,159.7899932861328,2018-03-29
1522675800,159.1999969482422,154.11000061035156,157.80999755859375,155.38999938964844,36796000,155.38999938964844,2018-04-02
1522762200,157.38999938964844,150.80999755859375,156.5500030517578,156.11000061035156,42543900,156.11000061035156,2018-04-03
1522848600,155.55999755859375,150.50999450683594,152.02999877929688,155.10000610351562,49885600,155.10000610351562,2018-04-04
1522935000,161.57000732421875,156.64999389648438,161.55999755859375,159.33999633789062,41449600,159.33999633789062,2018-04-05
1523021400,161.4199981689453,156.80999755859375,157.72999572753906,157.1999969482422,41644800,157.1999969482422,2018-04-06
1523280600,160.52999877929688,156.0399932861328,157.82000732421875,157.92999267578125,34915200,157.92999267578125,2018-04-09
1523367000,165.97999572753906,157.00999450683594,157.92999267578125,165.0399932861328,57889300,165.0399932861328,2018-04-10
1523453400,168.64999389648438,163.25,165.36000061035156,166.32000732421875,56144600,166.32000732421875,2018-04-11
1523539800,167.4499969482422,163.10000610351562,166.97999572753906,163.8699951171875,38263000,163.8699951171875,2018-04-12
1523626200,165.6999969482422,163.77000427246094,164.5800018310547,164.52000427246094,19990600,164.52000427246094,2018-04-13
1523885400,165.77999877929688,163.38999938964844,165.72000122070312,164.8300018310547,18119400,164.8300018310547,2018-04-16
1523971800,169.0,165.66000366210938,165.8300018310547,168.66000366210938,21716700,168.66000366210938,2018-04-17
1524058200,168.1199951171875,165.77000427246094,166.8800048828125,166.36000061035156,20969600,166.36000061035156,2018-04-18
1524144600,168.3300018310547,165.1999969482422,166.1999969482422,168.10000610351562,22235000,168.10000610351562,2018-04-19
1524231000,168.42999267578125,165.80999755859375,167.7899932861328,166.27999877929688,19119400,166.27999877929688,2018-04-20
1524490200,168.4499969482422,165.08999633789062,167.27000427246094,165.83999633789062,23088100,165.83999633789062,2018-04-23
1524576600,166.10000610351562,158.19000244140625,165.42999267578125,159.69000244140625,35079900,159.69000244140625,2018-04-24
1524663000,161.05999755859375,156.19000244140625,160.13999938964844,159.69000244140625,41083600,159.69000244140625,2018-04-25
1524749400,176.27000427246094,170.8000030517578,173.22000122070312,174.16000366210938,77556900,174.16000366210938,2018-04-26
1524835800,177.10000610351562,172.60000610351562,176.80999755859375,173.58999633789062,29804700,173.58999633789062,2018-04-27
1525095000,175.72000122070312,171.7100067138672,173.7899932861328,172.0,20750500,172.0,2018-04-30
1525181400,174.02000427246094,170.22999572753906,172.0,173.86000061035156,26025900,173.86000061035156,2018-05-01
1525267800,178.0800018310547,174.1999969482422,174.25,176.07000732421875,30424500,176.07000732421875,2018-05-02
1525354200,176.1199951171875,172.1199951171875,175.1300048828125,174.02000427246094,24026100,174.02000427246094,2018-05-03
1525440600,176.97999572753906,173.05999755859375,173.0800018310547,176.61000061035156,17677800,176.61000061035156,2018-05-04
1525699800,179.5,177.1699981689453,177.35000610351562,177.97000122070312,18697200,177.97000122070312,2018-05-07
1525786200,179.0399932861328,177.11000061035156,178.25,178.9199981689453,15577200,178.9199981689453,2018-05-08
1525872600,183.00999450683594,178.77999877929688,179.6699981689453,182.66000366210938,23282800,182.66000366210938,2018-05-09
1525959000,186.1300048828125,182.5,183.14999389648438,185.52999877929688,21071400,185.52999877929688,2018-05-10
1526045400,188.32000732421875,184.17999267578125,184.85000610351562,186.99000549316406,21207800,186.99000549316406,2018-05-11
1526304600,187.86000061035156,186.1999969482422,187.7100067138672,186.63999938964844,15646700,186.63999938964844,2018-05-14
1526391000,185.2899932861328,183.1999969482422,184.8800048828125,184.32000732421875,15429400,184.32000732421875,2018-05-15
1526477400,184.32000732421875,182.66000366210938,183.6999969482422,183.1999969482422,16975500,183.1999969482422,2018-05-16
1526563800,184.05999755859375,182.22000122070312,182.67999267578125,183.75999450683594,14840700,183.75999450683594,2018-05-17
1526650200,184.19000244140625,182.61000061035156,183.49000549316406,182.67999267578125,13130500,182.67999267578125,2018-05-18
1526909400,185.3000030517578,183.1300048828125,183.77000427246094,184.49000549316406,13532900,184.49000549316406,2018-05-21
1526995800,185.4199981689453,183.42999267578125,184.92999267578125,183.8000030517578,12731400,183.8000030517578,2018-05-22
1527082200,186.91000366210938,182.17999267578125,182.5,186.89999389648438,16628100,186.89999389648438,2018-05-23
1527168600,186.8000030517578,185.02999877929688,185.8800048828125,185.92999267578125,12354700,185.92999267578125,2018-05-24
1527255000,186.3300018310547,184.4499969482422,186.02000427246094,184.9199981689453,10965100,184.9199981689453,2018-05-25
1527600600,186.80999755859375,183.7100067138672,184.33999633789062,185.74000549316406,16398900,185.74000549316406,2018-05-29
1527687000,188.0,185.25,186.5399932861328,187.6699981689453,13736900,187.6699981689453,2018-05-30
1527773400,192.72000122070312,187.47999572753906,187.8699951171875,191.77999877929688,30782600,191.77999877929688,2018-05-31
1527859800,194.5500030517578,192.07000732421875,193.07000732421875,193.99000549316406,17307200,193.99000549316406,2018-06-01
1528119000,193.97999572753906,191.47000122070312,191.83999633789062,193.27999877929688,18939800,193.27999877929688,2018-06-04
1528205400,195.0,192.6199951171875,194.3000030517578,192.94000244140625,15544300,192.94000244140625,2018-06-05
1528291800,192.52999877929688,189.11000061035156,191.02999877929688,191.33999633789062,22558900,191.33999633789062,2018-06-06
1528378200,190.97000122070312,186.77000427246094,190.75,188.17999267578125,21503200,188.17999267578125,2018-06-07
1528464600,189.47999572753906,186.42999267578125,187.52999877929688,189.10000610351562,12677100,189.10000610351562,2018-06-08
1528723800,192.60000610351562,188.8000030517578,188.80999755859375,191.5399932861328,12928900,191.5399932861328,2018-06-11
1528810200,193.27999877929688,191.55999755859375,192.1699981689453,192.39999389648438,11562700,192.39999389648438,2018-06-12
1528896600,194.5,191.91000366210938,192.74000549316406,192.41000366210938,15853800,192.41000366210938,2018-06-13
1528983000,197.27999877929688,192.91000366210938,193.10000610351562,196.80999755859375,19120900,196.80999755859375,2018-06-14
1529069400,197.07000732421875,194.63999938964844,195.7899932861328,195.85000610351562,21860900,195.85000610351562,2018-06-15
1529328600,199.5800018310547,194.1300048828125,194.8000030517578,198.30999755859375,16826000,198.30999755859375,2018-06-18
1529415000,197.9600067138672,193.7899932861328,196.24000549316406,197.49000549316406,19994000,197.49000549316406,2018-06-19
1529501400,203.5500030517578,198.80999755859375,199.10000610351562,202.0,28230900,202.0,2018-06-20
1529587800,203.38999938964844,200.08999633789062,202.75999450683594,201.5,19045700,201.5,2018-06-21
1529674200,202.24000549316406,199.30999755859375,201.16000366210938,201.74000549316406,17420200,201.74000549316406,2018-06-22
1529933400,200.0,193.11000061035156,200.0,196.35000610351562,25275100,196.35000610351562,2018-06-25
1530019800,199.10000610351562,196.22999572753906,197.60000610351562,199.0,17897600,199.0,2018-06-26
1530106200,200.75,195.8000030517578,199.17999267578125,195.83999633789062,18734400,195.83999633789062,2018-06-27
1530192600,197.33999633789062,193.25999450683594,195.17999267578125,196.22999572753906,18172400,196.22999572753906,2018-06-28
1530279000,197.60000610351562,193.9600067138672,197.32000732421875,194.32000732421875,15811600,194.32000732421875,2018-06-29
1530538200,197.4499969482422,192.22000122070312,193.3699951171875,197.36000061035156,13961600,197.36000061035156,2018-07-02
1530624600,195.39999389648438,192.52000427246094,194.5500030517578,192.72999572753906,13489500,192.72999572753906,2018-07-03
1530797400,198.64999389648438,194.02999877929688,194.74000549316406,198.4499969482422,19684200,198.4499969482422,2018-07-05
1530883800,203.63999938964844,197.6999969482422,198.4499969482422,203.22999572753906,19740100,203.22999572753906,2018-07-06
1531143000,205.8000030517578,202.1199951171875,204.92999267578125,204.74000549316406,18149400,204.74000549316406,2018-07-09
1531229400,204.91000366210938,202.25999450683594,204.5,203.5399932861328,13190100,203.5399932861328,2018-07-10
1531315800,204.5,201.75,202.22000122070312,202.5399932861328,12927400,202.5399932861328,2018-07-11
1531402200,207.0800018310547,203.19000244140625,203.42999267578125,206.9199981689453,15454700,206.9199981689453,2018-07-12
1531488600,208.42999267578125,206.4499969482422,207.80999755859375,207.32000732421875,11486800,207.32000732421875,2018-07-13
1531747800,208.72000122070312,206.83999633789062,207.5,207.22999572753906,11078200,207.22999572753906,2018-07-16
1531834200,210.4600067138672,204.83999633789062,204.89999389648438,209.99000549316406,15349900,209.99000549316406,2018-07-17
1531920600,210.99000549316406,208.44000244140625,209.82000732421875,209.36000061035156,15334900,209.36000061035156,2018-07-18
1532007000,209.99000549316406,207.75999450683594,208.77000427246094,208.08999633789062,11350400,208.08999633789062,2018-07-19
1532093400,211.5,208.5,208.85000610351562,209.94000244140625,16163900,209.94000244140625,2018-07-20
1532352600,211.6199951171875,208.8000030517578,210.5800018310547,210.91000366210938,16732000,210.91000366210938,2018-07-23
1532439000,216.1999969482422,212.60000610351562,215.11000061035156,214.6699981689453,28468700,214.6699981689453,2018-07-24
1532525400,218.6199951171875,214.27000427246094,215.72000122070312,217.5,58954200,217.5,2018-07-25
1532611800,180.1300048828125,173.75,174.88999938964844,176.25999450683594,169803700,176.25999450683594,2018-07-26
1532698200,179.92999267578125,173.0,179.8699951171875,174.88999938964844,60073700,174.88999938964844,2018-07-27
1532957400,175.3000030517578,166.55999755859375,175.3000030517578,171.05999755859375,65280800,171.05999755859375,2018-07-30
