date,high,low,open,close,volume,adjclose,formatted_date
1520260200,1525.3800048828125,1481.0,1494.239990234375,1523.6099853515625,5233900,1523.6099853515625,2018-03-05
1520346600,1542.1300048828125,1528.0,1533.199951171875,1537.6400146484375,4561700,1537.6400146484375,2018-03-06
1520433000,1545.9000244140625,1522.510009765625,1526.52001953125,1545.0,4174100,1545.0,2018-03-07
1520519400,1554.8800048828125,1545.25,1550.0,1551.8599853515625,3862600,1551.8599853515625,2018-03-08
1520605800,1578.93994140625,1559.0799560546875,1563.5,1578.8900146484375,4534300,1578.8900146484375,2018-03-09
1520861400,1605.3299560546875,1586.699951171875,1592.5999755859375,1598.3900146484375,5174200,1598.3900146484375,2018-03-12
1520947800,1617.5400390625,1578.010009765625,1615.9599609375,1588.1800537109375,6531900,1588.1800537109375,2018-03-13
1521034200,1606.43994140625,1590.8900146484375,1597.0,1591.0,4259400,1591.0,2018-03-14
1521120600,1596.9100341796875,1578.1099853515625,1595.0,1582.3199462890625,4069700,1582.3199462890625,2018-03-15
1521207000,1589.43994140625,1567.5,1583.449951171875,1571.6800537109375,5425000,1571.6800537109375,2018-03-16
1521466200,1561.6600341796875,1525.3499755859375,1554.530029296875,1544.9300537109375,6580800,1544.9300537109375,2018-03-19
1521552600,1587.0,1545.4100341796875,1550.3399658203125,1586.510009765625,4581600,1586.510009765625,2018-03-20
1521639000,1590.0,1563.1700439453125,1586.449951171875,1581.8599853515625,4750800,1581.8599853515625,2018-03-21
1521725400,1573.8499755859375,1542.4000244140625,1565.469970703125,1544.9200439453125,6320600,1544.9200439453125,2018-03-22
1521811800,1549.02001953125,1495.3599853515625,1539.010009765625,1495.56005859375,8006000,1495.56005859375,2018-03-23
1522071000,1556.989990234375,1499.25,1530.0,1555.8599853515625,5624700,1555.8599853515625,2018-03-26
1522157400,1575.969970703125,1482.3199462890625,1572.4000244140625,1497.050048828125,6999600,1497.050048828125,2018-03-27
1522243800,1455.9000244140625,1386.1700439453125,1447.0,1431.4200439453125,13705300,1431.4200439453125,2018-03-28
1522330200,1455.469970703125,1365.199951171875,1406.0,1447.3399658203125,12581100,1447.3399658203125,2018-03-29
1522675800,1421.3599853515625,1355.0,1417.6199951171875,1371.989990234375,10463600,1371.989990234375,2018-04-02
1522762200,1414.0,1355.3299560546875,1391.3800048828125,1392.050048828125,10231200,1392.050048828125,2018-04-03
1522848600,1415.3900146484375,1352.8800048828125,1358.239990234375,1410.5699462890625,6982300,1410.5699462890625,2018-04-04
1522935000,1459.56005859375,1427.0699462890625,1441.989990234375,1451.75,6413500,1451.75,2018-04-05
1523021400,1452.5,1400.260009765625,1429.969970703125,1405.22998046875,5882300,1405.22998046875,2018-04-06
1523280600,1438.47998046875,1402.5699462890625,1425.030029296875,1406.0799560546875,4208200,1406.0799560546875,2018-04-09
1523367000,1438.3800048828125,1415.699951171875,1431.989990234375,1436.219970703125,4254100,1436.219970703125,2018-04-10
1523453400,1448.780029296875,1424.8900146484375,1439.43994140625,1427.050048828125,3582500,1427.050048828125,2018-04-11
1523539800,1452.1199951171875,1435.06005859375,1439.5,1448.5,3135000,1448.5,2018-04-12
1523626200,1459.780029296875,1424.52001953125,1449.1400146484375,1430.7900390625,3685300,1430.7900390625,2018-04-13
