timestamp,open,high,low,close,volume
2019-03-08 15:23:00,347.4600,347.5300,347.2600,347.2600,21985
2019-03-08 15:22:00,347.4701,347.5500,347.3644,347.4200,32060
2019-03-08 15:21:00,347.8300,347.8850,347.8300,347.8500,3533
2019-03-08 15:20:00,348.1399,348.1399,347.7700,347.7700,16615
2019-03-08 15:19:00,347.8800,348.0900,347.8400,348.0800,14666
2019-03-08 15:18:00,347.8100,347.9102,347.6375,347.9102,9973
2019-03-08 15:17:00,347.8400,347.8400,347.8400,347.8400,16281
2019-03-08 15:16:00,347.6330,348.1059,347.6101,347.9900,19171
2019-03-08 15:15:00,347.5659,347.6600,347.4300,347.5400,20370
2019-03-08 15:14:00,347.6050,347.6950,347.5200,347.5200,27019
2019-03-08 15:13:00,347.8400,347.8900,347.3901,347.5700,18321
2019-03-08 15:12:00,347.5800,348.0000,347.5800,347.8600,25138
2019-03-08 15:11:00,348.3900,348.3900,347.4192,347.5745,26953
2019-03-08 15:10:00,348.3700,348.3700,348.3700,348.3700,45694
2019-03-08 15:09:00,348.1600,348.1600,348.1600,348.1600,0
2019-03-08 15:08:00,347.6695,347.9000,347.5400,347.6900,41198
2019-03-08 15:07:00,347.6500,347.6500,347.4300,347.6400,15134
2019-03-08 15:06:00,347.4000,347.7000,347.4000,347.6200,16304
2019-03-08 15:05:00,347.5900,347.5900,347.2187,347.3500,30594
2019-03-08 15:04:00,347.1800,347.7600,347.1600,347.5600,17367
2019-03-08 15:03:00,347.0300,347.2200,347.0300,347.2200,13516
2019-03-08 15:02:00,347.1150,347.1284,346.9100,346.9600,116617
2019-03-08 15:01:00,347.0300,347.1400,346.9500,347.0500,16215
2019-03-08 15:00:00,346.9900,347.0100,346.9620,346.9900,14775
2019-03-08 14:59:00,346.8000,347.0000,346.8000,346.9400,21430
2019-03-08 14:58:00,346.6979,346.7800,346.4300,346.7800,20410
2019-03-08 14:57:00,346.8800,346.8800,346.7400,346.8300,13510
2019-03-08 14:56:00,346.8200,346.9000,346.8100,346.9000,14960
2019-03-08 14:55:00,347.0100,347.0200,346.7600,346.8021,13717
2019-03-08 14:54:00,346.9100,347.1600,346.9100,347.0600,44452
2019-03-08 14:53:00,346.5800,346.9600,346.5700,346.7501,25678
2019-03-08 14:52:00,346.5000,346.5650,346.4800,346.5100,28399
2019-03-08 14:51:00,346.1900,346.4400,346.1900,346.4400,20902
2019-03-08 14:50:00,345.9250,346.1700,345.8700,346.1700,15824
2019-03-08 14:49:00,346.1088,346.1088,345.8000,345.9800,17495
2019-03-08 14:48:00,345.9200,346.0000,345.8200,346.0000,6906
2019-03-08 14:47:00,346.0000,346.0800,345.8717,345.8717,6833
2019-03-08 14:46:00,346.1700,346.1700,345.8422,345.8686,6587
2019-03-08 14:45:00,345.9000,346.0200,345.9000,346.0200,8049
2019-03-08 14:44:00,345.9450,346.0700,345.9450,345.9466,22436
2019-03-08 14:43:00,345.5800,345.8500,345.5800,345.8500,10968
2019-03-08 14:42:00,345.2500,345.4600,345.2500,345.4600,2703
2019-03-08 14:41:00,345.4400,345.5050,345.3200,345.3200,7260
2019-03-08 14:40:00,345.6300,345.6300,345.4400,345.4400,3452
2019-03-08 14:39:00,345.6500,345.6800,345.6300,345.6300,8598
2019-03-08 14:38:00,345.6300,345.8000,345.6300,345.8000,3335
2019-03-08 14:37:00,345.2200,345.5600,345.2200,345.5600,6930
2019-03-08 14:36:00,345.3073,345.3073,345.2200,345.2700,5577
2019-03-08 14:35:00,345.4000,345.4000,345.2700,345.2785,5367
2019-03-08 14:34:00,345.3400,345.4008,345.2448,345.4008,6232
2019-03-08 14:33:00,345.6741,345.7500,345.5000,345.5000,10224
2019-03-08 14:32:00,345.4100,345.7400,345.3800,345.6800,16839
2019-03-08 14:31:00,345.0400,345.3000,345.0300,345.3000,16426
2019-03-08 14:30:00,344.8800,344.8800,344.7100,344.7600,6466
2019-03-08 14:29:00,345.0000,345.1700,345.0000,345.0100,12423
2019-03-08 14:28:00,344.5650,344.8853,344.5650,344.8853,13582
2019-03-08 14:27:00,344.6300,344.7249,344.5500,344.6600,7867
2019-03-08 14:26:00,344.7100,344.7111,344.6376,344.7000,5509
2019-03-08 14:25:00,344.4018,344.6900,344.4018,344.6554,4572
2019-03-08 14:24:00,344.2800,344.4600,344.2800,344.4200,4599
2019-03-08 14:23:00,344.2250,344.3000,344.2000,344.3000,4896
2019-03-08 14:22:00,344.3400,344.3400,344.1400,344.1400,7275
2019-03-08 14:21:00,344.6600,344.6600,344.5000,344.5000,1677
2019-03-08 14:20:00,344.6400,344.6602,344.5300,344.6602,6389
2019-03-08 14:19:00,344.6500,344.6600,344.6000,344.6600,10634
2019-03-08 14:18:00,344.5500,344.6500,344.3200,344.6500,12218
2019-03-08 14:17:00,344.5200,344.6500,344.5000,344.5200,10570
2019-03-08 14:16:00,344.1300,344.5900,344.1300,344.4300,20038
2019-03-08 14:15:00,344.0947,344.2000,343.9550,344.2000,2136
2019-03-08 14:14:00,343.8700,344.2600,343.8700,344.2600,7648
2019-03-08 14:13:00,343.9500,343.9500,343.8000,343.8699,7144
2019-03-08 14:12:00,344.0900,344.1600,344.0001,344.0001,8357
2019-03-08 14:11:00,343.9800,344.2800,343.9800,344.0900,21979
2019-03-08 14:10:00,343.8180,343.9000,343.7929,343.9000,7555
2019-03-08 14:09:00,343.6500,343.8390,343.6500,343.7400,10959
2019-03-08 14:08:00,343.4600,343.7225,343.4600,343.6000,6630
2019-03-08 14:07:00,343.2900,343.4250,343.2900,343.3500,7942
2019-03-08 14:06:00,343.6000,343.6000,343.3874,343.4200,14106
2019-03-08 14:05:00,343.5400,343.6600,343.5400,343.6600,3999
2019-03-08 14:04:00,343.5800,343.5800,343.5674,343.5674,1945
2019-03-08 14:03:00,343.6900,343.7000,343.4300,343.7000,9892
2019-03-08 14:02:00,343.7100,343.7100,343.4900,343.5900,10506
2019-03-08 14:01:00,343.8700,343.8700,343.6752,343.8000,5415
2019-03-08 14:00:00,343.8400,343.9599,343.6250,343.7900,15078
2019-03-08 13:59:00,344.0200,344.0400,343.9100,344.0400,3639
2019-03-08 13:58:00,344.0400,344.0550,343.9550,343.9900,6736
2019-03-08 13:57:00,344.0100,344.0100,344.0100,344.0100,1032
2019-03-08 13:56:00,344.1150,344.1250,343.8700,344.0400,7345
2019-03-08 13:55:00,344.1250,344.1600,343.7300,343.9800,16318
2019-03-08 13:54:00,344.1900,344.3500,344.1087,344.1087,17398
2019-03-08 13:53:00,344.5800,344.5800,344.1400,344.3100,9962
2019-03-08 13:52:00,344.6800,344.7700,344.4174,344.5400,15703
2019-03-08 13:51:00,344.9600,345.0124,344.7900,344.7900,4519
2019-03-08 13:50:00,344.6000,344.9500,344.6000,344.9500,3275
2019-03-08 13:49:00,344.7404,344.7404,344.6100,344.6900,12056
2019-03-08 13:48:00,345.1089,345.3200,344.8200,344.8200,21366
2019-03-08 13:47:00,344.8400,344.9400,344.7505,344.9400,5512
2019-03-08 13:46:00,344.8800,344.8800,344.7700,344.8500,7157
2019-03-08 13:45:00,345.0500,345.1800,345.0200,345.1000,6810
2019-03-08 13:44:00,345.1000,345.2000,345.0650,345.0650,4797
